,0,1,2,3,4,5,6,7,8,9
124,UNS:0.042113,SAT:0.556593,UNS:0.075833,SAT:1.062457,SAT:0.486693,SAT:0.854033,SAT:1.037797,-1.0,SAT:0.609726,SAT:0.518414
125,UNS:0.042544,UNS:0.049834,UNS:0.043966,UNS:0.041297,UNS:0.198538,UNS:0.040648,UNS:0.039496,UNS:0.042842,UNS:0.039779,-1.0
126,-1.0,UNS:0.577181,SAT:3.123767,SAT:0.670504,UNS:0.056751,SAT:0.467486,UNS:0.185997,UNS:0.050716,UNS:1.030395,UNS:14.16099
127,UNS:0.043455,UNS:0.052815,UNS:0.198631,UNS:0.090091,UNS:0.040385,-1.0,UNS:0.040199,UNS:0.045521,UNS:0.041096,UNS:0.039328
128,UNS:0.039924,UNS:0.039633,UNS:0.040205,UNS:0.039961,UNS:0.041859,UNS:0.058886,UNS:0.046646,UNS:0.041708,-1.0,UNS:0.04014
129,UNS:0.042355,UNS:0.056891,UNS:0.054945,UNS:0.041377,UNS:0.039868,-1.0,UNS:0.03966,UNS:0.04195,UNS:0.044939,UNS:0.042311
130,UNS:0.041202,UNS:0.107616,UNS:0.044298,UNS:0.04131,UNS:0.040928,UNS:0.083693,-1.0,UNS:0.07437,UNS:0.040821,UNS:0.043278
131,UNS:0.042427,UNS:0.086515,UNS:0.039818,UNS:0.048168,UNS:0.048851,UNS:0.042524,-1.0,UNS:0.041705,UNS:0.040079,UNS:0.042248
132,UNS:0.041042,UNS:0.042552,UNS:0.053447,UNS:0.045409,UNS:0.044319,-1.0,UNS:0.04042,UNS:0.04138,UNS:0.138245,UNS:0.041267
133,UNS:0.042966,UNS:0.045577,SAT:0.562792,UNS:0.04212,UNS:0.045487,UNS:0.04087,UNS:0.046337,-1.0,UNS:0.03991,UNS:0.042726
134,UNS:0.045535,UNS:0.040442,UNS:0.043396,UNS:0.039814,UNS:0.042226,UNS:0.040607,UNS:0.080183,UNS:0.051738,-1.0,UNS:0.055643
135,UNS:0.044129,-1.0,UNS:0.041057,UNS:0.043105,UNS:0.043753,UNS:0.092589,UNS:0.042023,UNS:0.088355,UNS:0.044922,UNS:0.116291
136,-1.0,UNS:0.042233,UNS:0.040676,UNS:0.046261,UNS:0.040113,UNS:0.040188,UNS:0.040306,UNS:0.046626,UNS:0.040365,UNS:0.041376
137,UNS:0.040244,-1.0,UNS:0.039966,UNS:0.142669,UNS:0.045805,UNS:0.040505,UNS:0.040665,UNS:0.040058,UNS:0.044058,UNS:0.043671
138,UNS:0.042638,UNS:0.040006,UNS:0.040743,UNS:0.040027,UNS:0.039744,UNS:0.049081,-1.0,UNS:0.055984,UNS:0.044639,UNS:0.040681
139,UNS:0.042553,UNS:0.040032,UNS:0.114606,UNS:0.045635,-1.0,UNS:0.123414,UNS:0.111841,UNS:0.112678,UNS:0.108714,UNS:0.112092
140,UNS:0.040754,UNS:0.10252,UNS:0.040751,UNS:0.047441,UNS:0.039972,UNS:0.040241,-1.0,UNS:0.04338,UNS:0.040326,UNS:0.041504
141,UNS:0.039929,UNS:0.047814,UNS:0.039678,UNS:0.045183,UNS:0.039966,UNS:0.042245,UNS:0.04029,-1.0,UNS:0.040992,UNS:0.039411
142,UNS:0.040321,UNS:0.040658,UNS:0.098072,-1.0,UNS:0.040475,UNS:0.045084,UNS:0.041418,UNS:0.040752,UNS:0.041097,UNS:0.041896
143,UNS:0.04756,-1.0,UNS:0.041894,UNS:0.041146,UNS:0.051335,UNS:0.039915,UNS:0.040674,UNS:0.043003,UNS:0.042188,UNS:0.160682
144,UNS:0.04026,UNS:0.039928,UNS:0.101409,UNS:0.237273,UNS:0.041666,UNS:0.04147,UNS:0.040967,-1.0,UNS:0.088403,UNS:0.103417
145,UNS:0.041278,-1.0,UNS:0.043634,UNS:0.039509,UNS:0.039772,UNS:0.040762,UNS:0.04034,UNS:0.040659,UNS:0.040547,UNS:0.039817
146,UNS:0.040582,UNS:0.110942,UNS:0.039499,UNS:0.040107,UNS:0.04077,UNS:0.042945,UNS:0.040565,UNS:0.084152,-1.0,UNS:0.040428
147,UNS:0.041104,UNS:0.039467,-1.0,UNS:0.039979,UNS:0.040122,UNS:0.043646,UNS:0.042466,UNS:0.040844,UNS:0.044014,UNS:0.039644
148,-1.0,UNS:0.041142,UNS:0.043433,UNS:0.041477,UNS:0.043675,UNS:0.10217,UNS:0.040701,UNS:0.096718,UNS:0.11392,UNS:0.044795
149,UNS:0.167492,SAT:0.752778,-1.0,UNS:0.099343,SAT:0.527871,SAT:0.920375,SAT:0.854458,SAT:4.574171,SAT:0.586184,SAT:0.520099
150,UNS:0.040659,UNS:0.0428,UNS:0.042221,UNS:0.040822,UNS:0.101897,UNS:0.275836,UNS:0.039817,UNS:0.143207,UNS:0.039954,-1.0
151,UNS:0.040268,UNS:0.041203,UNS:0.039938,SAT:0.431985,UNS:0.039746,SAT:0.565326,UNS:0.040259,UNS:0.043079,SAT:0.530033,-1.0
152,UNS:0.041749,UNS:0.049438,UNS:0.043973,UNS:0.039928,UNS:0.04069,-1.0,UNS:0.040977,UNS:0.04421,UNS:0.05443,UNS:0.110579
153,UNS:0.039722,UNS:0.040285,UNS:0.040399,UNS:0.040054,UNS:0.039983,-1.0,UNS:0.040626,UNS:0.041473,UNS:0.041223,UNS:0.039522
154,UNS:0.040828,-1.0,UNS:0.047076,UNS:0.040968,UNS:0.10059,UNS:0.041521,UNS:0.043505,UNS:0.042892,UNS:0.040984,UNS:0.040114
155,UNS:0.044538,UNS:0.042454,UNS:0.043656,UNS:0.04091,UNS:0.040196,-1.0,UNS:0.040779,UNS:0.042205,UNS:0.056842,UNS:0.044426
156,UNS:0.051838,UNS:0.040777,UNS:0.040508,UNS:0.072654,UNS:0.13435,UNS:0.042102,-1.0,UNS:0.042566,UNS:0.04324,UNS:0.041359
