,0,1,2,3,4,5,6,7,8,9
142,UNS:0.049212,UNS:0.049936,UNS:0.056398,-1.0,UNS:0.042639,UNS:0.041134,UNS:0.040447,UNS:0.041567,UNS:0.044576,UNS:0.039244
143,UNS:0.042163,-1.0,UNS:0.040925,UNS:0.041021,UNS:0.044403,UNS:0.041668,UNS:0.040388,UNS:0.04095,UNS:0.040791,UNS:0.050091
144,UNS:0.043584,UNS:0.058936,UNS:0.121505,UNS:0.047713,UNS:0.042754,UNS:0.040408,UNS:0.038506,-1.0,UNS:0.048314,UNS:0.041357
145,UNS:0.043014,-1.0,UNS:0.047248,UNS:0.047305,UNS:0.044082,UNS:0.038777,UNS:0.047422,UNS:0.057051,UNS:0.042979,UNS:0.040047
146,UNS:0.048033,UNS:0.038748,UNS:0.039588,UNS:0.042329,UNS:0.037698,UNS:0.038965,UNS:0.038815,UNS:0.058223,-1.0,UNS:0.038388
147,UNS:0.040419,UNS:0.055526,-1.0,UNS:0.05443,UNS:0.04688,UNS:0.044172,UNS:0.038102,UNS:0.040133,UNS:0.045465,UNS:0.045018
148,-1.0,UNS:0.040625,UNS:0.039451,UNS:0.038051,UNS:0.052569,UNS:0.038056,UNS:0.037927,UNS:0.038104,UNS:0.041286,UNS:0.04839
149,UNS:0.120653,UNS:0.121845,-1.0,UNS:0.11311,SAT:0.6213,SAT:0.602157,SAT:0.568638,SAT:1.104175,SAT:0.614138,SAT:0.585481
150,UNS:0.048633,UNS:0.039098,UNS:0.038371,UNS:0.038321,UNS:0.104123,UNS:0.037818,UNS:0.038931,UNS:0.03921,UNS:0.039557,-1.0
151,UNS:0.042744,UNS:0.038537,UNS:0.038976,SAT:0.580748,UNS:0.037712,SAT:0.503261,UNS:0.048695,UNS:0.041138,SAT:0.601711,-1.0
152,UNS:0.048178,UNS:0.051749,UNS:0.042633,UNS:0.041408,UNS:0.03871,-1.0,UNS:0.040297,UNS:0.040371,UNS:0.039482,UNS:0.043657
153,UNS:0.040611,UNS:0.040519,UNS:0.045594,UNS:0.038241,UNS:0.040072,-1.0,UNS:0.039441,UNS:0.038895,UNS:0.043252,UNS:0.038236
154,UNS:0.04006,-1.0,UNS:0.038926,UNS:0.038632,UNS:0.039751,UNS:0.041954,UNS:0.04098,UNS:0.038143,UNS:0.039182,UNS:0.043145
155,UNS:0.043997,UNS:0.043001,UNS:0.055105,UNS:0.042627,UNS:0.048405,-1.0,UNS:0.044723,UNS:0.041713,UNS:0.04815,UNS:0.040928
156,UNS:0.040402,UNS:0.042894,UNS:0.042673,UNS:0.041157,UNS:0.042879,UNS:0.064396,-1.0,UNS:0.044769,UNS:0.043533,UNS:0.041942
