,0,1,2,3,4,5,6,7,8,9
119,UNS:0.041007,UNS:0.038809,-1.0,UNS:0.042091,UNS:0.041732,UNS:0.044759,UNS:0.049215,UNS:0.101855,SAT:0.762922,UNS:0.04381
120,UNS:0.040931,UNS:0.041625,UNS:0.061196,UNS:0.038009,UNS:0.041477,-1.0,UNS:0.042003,UNS:0.041891,UNS:0.041425,UNS:0.043082
121,UNS:0.038816,UNS:0.038751,UNS:0.04717,UNS:0.039669,-1.0,UNS:0.040799,UNS:0.039598,UNS:0.039357,UNS:0.043607,UNS:0.039275
122,UNS:0.039966,UNS:0.041016,UNS:0.038082,UNS:0.039668,UNS:0.038621,UNS:0.038586,UNS:0.040347,-1.0,UNS:0.038679,UNS:0.048819
123,UNS:0.042564,UNS:0.039671,UNS:0.040862,UNS:0.038947,UNS:0.038617,UNS:0.064839,-1.0,UNS:0.040431,UNS:0.049048,UNS:0.040837
124,UNS:0.039193,SAT:0.621222,UNS:0.045372,SAT:0.622031,SAT:0.42872,SAT:0.633817,UNS:0.072887,-1.0,UNS:0.043356,SAT:0.426824
125,UNS:0.042279,UNS:0.040666,UNS:0.03995,UNS:0.039546,UNS:0.038573,UNS:0.04091,UNS:0.03864,UNS:0.048197,UNS:0.039889,-1.0
126,-1.0,UNS:0.03988,UNS:0.038394,UNS:0.041619,UNS:0.039289,UNS:0.040231,UNS:0.039805,UNS:0.041432,UNS:0.040713,UNS:0.038825
127,UNS:0.059772,UNS:0.041569,UNS:0.04404,UNS:0.055248,UNS:0.038726,-1.0,UNS:0.055303,UNS:0.04,UNS:0.042339,UNS:0.039546
128,UNS:0.041048,UNS:0.039384,UNS:0.038723,UNS:0.041965,UNS:0.043926,UNS:0.040538,UNS:0.039208,UNS:0.038753,-1.0,UNS:0.038227
129,UNS:0.03888,UNS:0.03894,UNS:0.038309,UNS:0.042854,UNS:0.040791,-1.0,UNS:0.038815,UNS:0.038991,UNS:0.039606,UNS:0.042814
130,UNS:0.041019,UNS:0.042521,UNS:0.038027,UNS:0.077501,UNS:0.041589,UNS:0.040076,-1.0,UNS:0.065229,UNS:0.04053,UNS:0.041725
131,UNS:0.040879,UNS:0.042973,UNS:0.041793,UNS:0.041969,UNS:0.041395,UNS:0.043244,-1.0,UNS:0.043542,UNS:0.059711,UNS:0.044995
132,UNS:0.050325,UNS:0.043374,UNS:0.038735,UNS:0.042803,UNS:0.040711,-1.0,UNS:0.050113,UNS:0.039378,UNS:0.039909,UNS:0.04595
133,UNS:0.044929,UNS:0.042602,SAT:0.559243,UNS:0.057268,UNS:0.041335,UNS:0.04254,UNS:0.03922,-1.0,UNS:0.040523,UNS:0.040588
134,UNS:0.040931,UNS:0.040485,UNS:0.041658,UNS:0.042419,UNS:0.039604,UNS:0.04232,UNS:0.042484,UNS:0.038953,-1.0,UNS:0.041885
135,UNS:0.042445,-1.0,UNS:0.039938,UNS:0.048689,UNS:0.040866,UNS:0.042079,UNS:0.040076,UNS:0.039273,UNS:0.038639,UNS:0.041018
136,-1.0,UNS:0.040765,UNS:0.043206,UNS:0.038804,UNS:0.040064,UNS:0.038397,UNS:0.040885,UNS:0.040794,UNS:0.039547,UNS:0.043337
137,UNS:0.063467,-1.0,UNS:0.038711,UNS:0.039306,UNS:0.04236,UNS:0.044505,UNS:0.048404,UNS:0.050021,UNS:0.041131,UNS:0.040513
138,UNS:0.051784,UNS:0.039557,UNS:0.039332,UNS:0.038658,UNS:0.05854,UNS:0.038613,-1.0,UNS:0.039594,UNS:0.038478,UNS:0.04111
139,UNS:0.039698,UNS:0.038736,UNS:0.039193,UNS:0.040346,-1.0,UNS:0.038711,UNS:0.038953,UNS:0.039503,UNS:0.040616,UNS:0.039635
140,UNS:0.038119,UNS:0.039659,UNS:0.040193,UNS:0.038828,UNS:0.03938,UNS:0.03842,-1.0,UNS:0.041767,UNS:0.038345,UNS:0.03877
141,UNS:0.039603,UNS:0.038359,UNS:0.039309,UNS:0.038618,UNS:0.039688,UNS:0.03816,UNS:0.040021,-1.0,UNS:0.038557,UNS:0.043005
142,UNS:0.042725,UNS:0.038651,UNS:0.043402,-1.0,UNS:0.040816,UNS:0.038821,UNS:0.044954,UNS:0.03808,UNS:0.039408,UNS:0.038365
143,UNS:0.03985,-1.0,UNS:0.041734,UNS:0.039012,UNS:0.043056,UNS:0.040154,UNS:0.040271,UNS:0.039945,UNS:0.039304,UNS:0.039303
144,UNS:0.039059,UNS:0.039226,UNS:0.102926,UNS:0.038909,UNS:0.039768,UNS:0.039083,UNS:0.038144,-1.0,UNS:0.049693,UNS:0.039537
145,UNS:0.040612,-1.0,UNS:0.045742,UNS:0.040114,UNS:0.039204,UNS:0.046436,UNS:0.041509,UNS:0.044587,UNS:0.039588,UNS:0.039131
146,UNS:0.046657,UNS:0.039507,UNS:0.038904,UNS:0.044062,UNS:0.038591,UNS:0.041384,UNS:0.042378,UNS:0.047508,-1.0,UNS:0.039804
147,UNS:0.039092,UNS:0.044262,-1.0,UNS:0.039727,UNS:0.038648,UNS:0.041957,UNS:0.040696,UNS:0.039653,UNS:0.05433,UNS:0.040137
